Cluster,HI05,HH_WT,C_hhweight,PROVINCE,DISTRICT,HI04,TYPEHH,C128,C135_6,C135_Other,C144,C144_OTHER,C149A,C149B,C149_OTHER,C129,C130,C131,C132,C133,C134,C135_1,C135_2,C135_3,C135_4,C135_5,C136,C137_1,C137_2,C137_3,C137_4,C137_5,C137_6,C138,C139,C140,C141,C142,C143,C145,C146,C147,C148,C150,C151
67,14,105.2169285106383,107.779062775186,Southern Province,Gisagara,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,1,01,Paid,66000,Yes,Yes,8,,Reseller
68,8,311.598,303.1390446835703,Southern Province,Gisagara,Rural,Ordinary HH,First,Yes,No one,,,Duration of service too short,Quality of light,,Solar lighting system,Yes,International brands,Yes,2,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,10,Yes,1,01,Paid,15000,No,Yes,6,,Owner
69,4,123.8083379464286,118.9621866408204,Southern Province,Gisagara,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,Paid,74000,No,Yes,6,,Other technician
69,5,123.8083379464286,118.9621866408204,Southern Province,Gisagara,Rural,HH Surrounding Camp,First,Yes,No one,,,Battery problems,No other problem,,Solar lighting system,Yes,International brands,Yes,2,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,9,Yes,1,0102,Paid,15000,No,No,7,No,Reseller
70,1,80.09887174193548,76.6356138654895,Southern Province,Gisagara,Rural,HH Surrounding Camp,First,Yes,No place to connect on it,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,7,Yes,4,01,Paid,91000,Yes,Yes,5,,Reseller
70,5,80.09887174193548,76.6356138654895,Southern Province,Gisagara,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,0102,Paid,28000,Yes,Yes,5,,Owner
70,6,80.09887174193548,76.6356138654895,Southern Province,Gisagara,Rural,HH Surrounding Camp,First,Yes,No place to connect on it,"Other, specify",President,No problems,No other problem,,Solar lighting system,Yes,International brands,No,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,888,Yes,2,01,For free,,,No,3,,Relative/friend
71,5,1344.709408219178,1181.124007980241,Southern Province,Gisagara,Rural,Ordinary HH,First,,,,,Cannot power large appliances,Duration of service too short,,Solar home system,Yes,Component-based/Local,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,20,Yes,1,01,Paid,95000,Yes,Yes,3,,Other technician
71,9,1344.709408219178,1181.124007980241,Southern Province,Gisagara,Rural,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar lighting system,Yes,International brands,Yes,2,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,Paid,50000,Yes,Yes,4,,Owner
73,2,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,,,Quality of light,No other problem,,Solar lighting system,Yes,International brands,Yes,3,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,35000,Yes,Yes,3,,Owner
73,10,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,Electric lamp,,,No problems,No other problem,,Solar home system,Yes,International brands,No,4,No,,,,,,Have appliances,,,,,,,Solar Home System,60,Yes,2,01,Paid,9800,Yes,Yes,Don't know,,Reseller
73,11,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,Electric lamp,,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,No,2,No,,,,,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,12000,Yes,Yes,3,,Relative/friend
74,10,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,Local private organizations (NGO),,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,0102,For free,,,No,3,,Relative/friend
76,4,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,Electric lamp,,,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,1,01,Paid,5000,No,Yes,3,,Owner
76,5,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,Electric lamp,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,60,Yes,2,01,Paid,115200,Yes,Yes,24,,Reseller
76,6,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,No one,,,Battery problems,Duration of service too short,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,60,Yes,3,02,Paid,169200,Yes,Yes,4,No,Reseller
76,9,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,Electric lamp,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,60,Yes,3,0102,Paid,172800,Yes,Yes,4,,Reseller
76,13,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,,,Recurrent cost related to solar device is too expensive,Battery problems,,Solar home system,Yes,International brands,Yes,3,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,2,01,Paid,172800,Yes,Yes,3,No,Reseller
76,15,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,,,Quality of light,Battery problems,,Solar lighting system,Yes,International brands,No,3,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,20000,No,Yes,2,No,Reseller
77,16,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,,,Duration of service too short,Quality of light,,Solar lighting system,Yes,International brands,No,1,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,13000,No,No,2,,Reseller
78,14,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,,,Quality of light,Recurrent cost related to solar device is too expensive,,Solar home system,Yes,International brands,Yes,3,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,2,01,Paid,300000,Yes,Yes,3,,Reseller
78,15,,,Southern Province,Gisagara,Rural,Refugee HH,First,,,,,Battery problems,Breaks down too often,,Solar lighting system,Yes,International brands,Yes,2,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,20000,No,No,2,No,Reseller
78,18,,,Southern Province,Gisagara,Rural,Refugee HH,First,Yes,No one,,,No problems,No other problem,,Solar home system,Yes,International brands,No,3,No,,,,,,Have appliances,,,,,,,Solar Home System,60,Yes,1,01,Paid,12000,Yes,Yes,4,,Owner
79,3,191.2698766666667,176.3291508843528,Southern Province,Nyaruguru,Urban,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,4,02,Paid,15000,Yes,Yes,3,,Other technician
79,5,191.2698766666667,176.3291508843528,Southern Province,Nyaruguru,Urban,Ordinary HH,First,Yes,No one,"Other, specify",Landlord,Breaks down too often,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,2,01,For free,,,Yes,15,Yes,Reseller
79,8,133.4441,130.3287425387502,Southern Province,Nyaruguru,Urban,Ordinary HH,First,Yes,No place to connect on it,,,Duration of service too short,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,5,01,Paid,30000,Yes,Yes,2,,"Other, specify"
80,6,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,First,Yes,Telephone,Local government,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,3,02,For free,,,No,1,,"Other, specify"
80,13,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,third,,,Local government,,Battery problems,Quality of light,,Solar home system,No,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,Yes,3,01,For free,,,No,3,No,Reseller
80,13,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,second,,,Local government,,Quality of light,Battery problems,,Solar home system,No,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,01,For free,,,No,3,No,Reseller
80,13,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,Yes,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,60,Yes,3,0102,For free,,,No,3,,Reseller
80,14,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,second,,,Local government,,No problems,No other problem,,Solar lighting system,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,For free,,,No,2,,Reseller
80,14,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,third,,,Local government,,Quality of light,Battery problems,,Solar lighting system,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,For free,,,No,2,,Reseller
80,14,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,fourth,,,Local government,,Quality of light,Battery problems,,Solar lighting system,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,For free,,,No,1,No,Reseller
80,14,943.5210160427806,951.6673172725475,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar home system,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,For free,,,No,2,No,Reseller
81,1,1569.958345454545,1509.586049931309,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,,,Quality of light,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,70,No,1,01,Paid,20000,No,Yes,3,,Reseller
81,3,1569.958345454545,1509.586049931309,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,Quality of light,No other problem,,Solar lighting system,Yes,International brands,Yes,4,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,70,Yes,1,01,For free,,,No,3,,Other technician
81,4,1569.958345454545,1509.586049931309,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,Yes,,Have appliances,,,,,,,Solar Home System,50,Yes,1,01,For free,,,No,2,,Other technician
82,2,2203.369326666667,2114.512622019161,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,3,01,For free,,,No,3,,Owner
82,4,2203.369326666667,2114.512622019161,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,For free,,,No,4,,Other technician
82,17,2203.369326666667,2114.512622019161,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,,,Quality of light,Recurrent cost related to solar device is too expensive,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,0102,Paid,12000,No,No,3,,Owner
82,18,2203.369326666667,2114.512622019161,Southern Province,Nyaruguru,Rural,Ordinary HH,First,,,Local government,,Battery problems,Duration of service too short,,Solar lighting system,No,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,For free,,,No,3,No,Other technician
82,18,2203.369326666667,2114.512622019161,Southern Province,Nyaruguru,Rural,Ordinary HH,second,,,Local government,,Duration of service too short,Battery problems,,Solar lighting system,Yes,International brands,No,4,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,For free,,,No,3,No,Other technician
83,1,1305.621,1292.497474568204,Southern Province,Huye,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,Yes,,Yes,,,Have appliances,,,,,,,Solar Home System,888,Yes,3,01,Paid,75000,Yes,Yes,3,,Other technician
83,5,1305.621,1292.497474568204,Southern Province,Huye,Rural,Ordinary HH,First,Yes,Telephone,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,32,No,1,01,Paid,2100,Yes,No,5,,"Other, specify"
83,6,1305.621,1292.497474568204,Southern Province,Huye,Rural,Ordinary HH,First,Yes,RADIO and telePhone,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,34,No,1,01,Paid,1400,Yes,No,4,,Owner
83,8,1305.621,1292.497474568204,Southern Province,Huye,Rural,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,Maintenance and availability of spare parts,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,Yes,1,02,Paid,63000,Yes,Yes,4,Yes,Other technician
83,18,1305.621,1292.497474568204,Southern Province,Huye,Rural,Ordinary HH,First,,,Local government,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,34,No,1,01,For free,,,No,3,,Reseller
84,10,1044.35,1068.275549644406,Southern Province,Huye,Rural,Ordinary HH,second,,,,,Cannot power large appliances,Quality of light,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,02,Paid,30000,Yes,No,24,,Reseller
84,10,1044.35,1068.275549644406,Southern Province,Huye,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,Yes,3,02,Paid,40000,Yes,Yes,2,,Reseller
85,18,176.1393,169.6450002408343,Southern Province,Huye,Urban,Ordinary HH,fourth,Yes,Telephone,Local government,,No problems,No other problem,,Solar lantern,No,International brands,No,2,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,4,01,For free,,,No,Don't know,,Reseller
85,18,176.1393,169.6450002408343,Southern Province,Huye,Urban,Ordinary HH,third,Yes,Telephone,Local government,,No problems,No other problem,,Solar home system,No,International brands,No,2,No,,,,,,Have appliances,,,,,,,Solar Home System,888,No,5,01,For free,,,No,Don't know,,Reseller
85,18,176.1393,169.6450002408343,Southern Province,Huye,Urban,Ordinary HH,First,,,,,No problems,No other problem,,Solar lighting system,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,01,Paid,130000,No,Yes,Don't know,,Reseller
85,18,176.1393,169.6450002408343,Southern Province,Huye,Urban,Ordinary HH,second,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,5,01,Paid,136000,No,No,Don't know,,Reseller
87,13,1630.48,1512.685265660034,Southern Province,Huye,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,0102,Paid,35000,Yes,No,4,,Owner
87,14,1630.48,1512.685265660034,Southern Province,Huye,Rural,Ordinary HH,First,,,,,Battery problems,Quality of light,,Solar home system,Yes,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,1,01,Paid,15000,No,Yes,5,Yes,Reseller
90,1,2393.831537777778,2224.846337231273,Southern Province,Nyamagabe,Rural,Ordinary HH,First,,,Local government,,Quality of light,No other problem,,Solar lighting system,Yes,Component-based/Local,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,Yes,6,01,For free,,,Yes,12,,Other technician
91,5,85.17049511111111,89.97616788092684,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,second,,,,,Cannot power large appliances,Maintenance and availability of spare parts,,Solar lantern,No,International brands,Yes,4,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,1,02,Paid,4000,Yes,Yes,4,No,Reseller
91,5,85.17049511111111,89.97616788092684,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Cannot power large appliances,Recurrent cost related to solar device is too expensive,,Solar lighting system,Yes,International brands,Yes,4,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,1,02,Paid,4000,Yes,Yes,4,,Reseller
91,9,85.17049511111111,89.97616788092684,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Cannot power large appliances,Quality of light,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,0102,Paid,85000,Yes,No,4,,Other technician
93,10,60.30008526315789,58.82804564760377,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Breaks down too often,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,Paid,10000,Yes,Yes,12,Yes,Other technician
94,10,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Quality of light,Maintenance and availability of spare parts,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,01,Paid,74000,Yes,No,3,Yes,Reseller
94,11,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,second,,,,,No problems,No other problem,,Solar lighting system,No,International brands,Yes,2,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,2,0102,Paid,78000,No,No,3,,Relative/friend
94,11,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,2,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,2,0102,Paid,78000,Yes,No,3,,Relative/friend
94,12,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Recurrent cost related to solar device is too expensive,Battery problems,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,5,No,1,02,Paid,170000,Yes,No,4,Yes,Reseller
94,15,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Duration of service too short,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,50,No,1,01,Paid,10000,Yes,Yes,6,,Owner
94,18,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,,,,,Recurrent cost related to solar device is too expensive,Duration of service too short,,Solar lantern,Yes,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,2,0102,Paid,85000,Yes,No,3,,Owner
94,19,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,First,Yes,Telephone,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lighting system,No,International brands,Yes,2,No,,,,,,Have appliances,,,,,,,Solar Lighting product,60,No,3,0102,Paid,84000,Yes,Yes,2,,Reseller
94,19,84.76505,90.56046841919654,Southern Province,Nyamagabe,Rural,HH Surrounding Camp,second,Yes,Telephone,,,Duration of service too short,Recurrent cost related to solar device is too expensive,,Solar lighting system,Yes,International brands,Yes,2,No,,,,,,Have appliances,,,,,,,Solar Lighting product,60,No,3,0102,Paid,84000,Yes,Yes,2,,Reseller
